ID	Gene Symbol
204_at	HOXA4
2040_s_at	ABL1
2041_i_at	ABL1
2042_s_at	MYB
2043_s_at	BCR
2044_s_at	RB1
2045_s_at	HCK
2046_at	ERG
2047_s_at	JUP
2048_s_at	THRB
2049_s_at	JUNB
205_g_at	HOXA4
2050_s_at	RAC1
2051_at	MGMT
2052_g_at	MGMT
2053_at	CDH2
2054_g_at	CDH2
2055_s_at	ITGB1
2056_at	FGFR1
2057_g_at	FGFR1
2058_s_at	ITGB5
2059_s_at	LCK
206_at	CTSE
2060_at	BCL2
2061_at	ITGA4
2062_at	IGFBP7
2063_at	BIVM-ERCC5 /// ERCC5
2064_g_at	BIVM-ERCC5 /// ERCC5
2065_s_at	BAX
2066_at	BAX
2067_f_at	BAX
2068_s_at	E2F2
2069_s_at	CTNNA1
207_at	STIP1
2070_i_at	MAPK8
2071_s_at	MAPK8
2072_at	CDH12
2073_s_at	CDH13
2074_at	GJA5
2075_s_at	LOC100996792 /// MAP2K3
2076_s_at	EFNB1
2077_at	ITGA6
2078_s_at	MYCN
2079_s_at	IGF2
208_at	CTNNA2
2080_s_at	ERCC6
2081_s_at	PRKCQ
2082_s_at	CDH1
2083_at	CCKBR
2084_s_at	ETV4
2085_s_at	CTNNA1
2086_s_at	TYRO3
2087_s_at	CDH11
2088_s_at	EPHB2
2089_s_at	ERBB3
209_at	NRG1
2090_i_at	WNT6
2091_at	WNT4
2092_s_at	SPP1
2093_s_at	XRCC5
2094_s_at	FOS
210_at	PLCB2
211_at	DR1
212_at	ROR2
213_at	ROR1
214_at	MSX1
215_g_at	MSX1
216_at	PTGDS
217_at	KLK2
218_at	IK
219_i_at	MAP2
220_r_at	MAP2
221_s_at	PIGA
222_at	EXT1
223_at	UBE2L3
224_at	KLF10
225_at	GNB3
226_at	PRKAR1A
227_g_at	PRKAR1A
228_at	RALB
229_at	CEBPZ
230_s_at	FSHB
231_at	TGM2
232_at	LAMC1
233_s_at	MATN1
234_s_at	PTN
235_at	S100B
236_at	GNAO1
237_s_at	PPP2CA
238_at	RPS6KB1
239_at	CTSD
240_at	SRM
241_g_at	SRM
242_at	MAP4
243_g_at	MAP4
244_at	HSF1
245_at	SELL
246_at	KLK1
247_s_at	CYP21A1P /// CYP21A2
248_at	COPS2
249_at	NFATC4
250_at	NFATC3
251_at	CAMK1
252_at	GPR18
253_g_at	GPR18
254_at	H3F3A /// H3F3AP4 /// H3F3B
255_s_at	INHA
256_s_at	RPSA /// RPSAP15 /// RPSAP58 /// RPSAP9 /// SNORA6 /// SNORA62
257_at	ITGAV
258_at	LTA
259_s_at	TNF
260_at	QDPR
261_s_at	APOB
262_at	AMD1
263_g_at	AMD1
264_at	ADRA2A
265_s_at	SELE
266_s_at	CD24
267_at	MTOR
268_at	PECAM1
269_at	OASL
270_at	CYP3A4
271_s_at	CTSE
272_at	GRP
273_g_at	GRP
274_at	ZNF148
275_at	DUSP3
276_at	DNAJA1
277_at	MCL1
278_at	NPR2
279_at	NR4A1
280_g_at	NR4A1
281_s_at	PPP3CA
282_at	KIF20B
283_at	UQCRC1
284_at	HIST1H2AG /// HIST1H2AH /// HIST1H2AI /// HIST1H2AK /// HIST1H2AL /// HIST1H2AM
285_g_at	HIST1H2AG /// HIST1H2AH /// HIST1H2AI /// HIST1H2AK /// HIST1H2AL /// HIST1H2AM
286_at	HIST2H2AA3 /// HIST2H2AA4
287_at	ATF3
288_s_at	LBR
289_at	STAT3
290_s_at	GPR3
291_s_at	TACSTD2
292_s_at	CLK1
293_at	VENTXP7
294_s_at	CDK11A /// CDK11B
295_s_at	LHX1
296_at	TUBB2A
297_g_at	TUBB2A
298_at	MUC5AC
299_i_at	BTF3P12 /// BTF3P12
300_f_at	BTF3P12 /// BTF3P12
301_at	LOC100508689
302_at	
303_at	SOS1
304_at	SOS2
305_g_at	SOS2
306_s_at	HMGN1
307_at	ALOX5
308_f_at	GH2
309_f_at	GH2
310_s_at	MAPT
311_s_at	FN1
312_s_at	PTK2
313_at	GTF2A1
31307_at	
31308_at	
31309_r_at	
31310_at	GLRA1
31311_at	
31312_at	KCNB2
31313_at	MGAT5
31314_at	BMP3
31315_at	IGLJ3 /// IGLV2-14 /// IGLV@
31316_at	
31317_r_at	IGHD3-16 /// IGHD3-16 /// IGHG1 /// SKAP2
31318_at	
31319_at	IGKV2OR22-4 /// IGKV2OR22-4
31320_at	GPR12
31321_at	
31322_at	YME1L1
31323_r_at	
31324_at	
31325_at	
31326_at	C1orf68
31327_at	IGHA1 /// IGHG1 /// IGHM /// IGHV3-23 /// IGHV4-31
31328_at	SLC34A1
31329_at	
31330_at	RPS19
31331_at	
31332_at	
31333_at	TLL1
31334_at	GPR45
31335_at	IGF1R
31336_at	ZNF749
31337_at	GNRH2
31338_at	R3HCC1L
31339_at	PI15
31340_at	MMP20
31341_at	KCNC3
31342_at	GALNT2
31343_at	IL1RN
31344_at	IGLV6-57
31345_at	TMPRSS11D
31346_at	DUX1
31347_at	IGLC1 /// IGLV3-25 /// IGLV3-25
31348_at	
31349_at	PPBPP2
31350_at	OR10H3
31351_at	
31352_at	RNASE1
31353_f_at	FOXE1
31354_r_at	FOXE1
31355_at	ASCL2
31356_at	JAKMIP1
31357_at	
31358_at	
31359_at	NDUFV2
31360_at	
31361_at	
31362_at	
31363_at	
31364_i_at	NFAT5
31365_f_at	NFAT5
31366_at	NR2E3
31367_at	TTLL5
31368_at	SCAPER
31369_at	
31370_at	
31371_at	
31372_at	GALNT18
31373_at	
31374_at	
31375_at	
31376_at	
31377_r_at	
31378_at	PITX3
31379_at	
31380_at	ERN1
31381_at	PGLYRP1
31382_f_at	UGT2B11
31383_at	LOC643733
31384_at	
31385_at	MIR6805 /// RPL28
31386_at	
31387_at	DUX4L19 /// DUX4L19
31388_at	DIAPH2-AS1
31389_at	
31390_at	ZNF154
31391_at	HAP1
31392_r_at	ERC2-IT1
31393_r_at	UTF1
31394_at	SERPINI2
31395_i_at	MSI1
31396_r_at	MSI1
31397_at	RPS29P28 /// RPS29P28
31398_at	ABCB11
31399_at	BMP10
314_at	PIGB
31400_at	DGKB
31401_r_at	WSCD2
31402_at	HMHB1
31403_at	SLC18A1
31404_at	GRK1
31405_at	MTNR1B
31406_at	GPR50
31407_at	TMPRSS15
31408_at	RRH
31409_at	SERPINB10
31410_at	TNFRSF13B
31411_at	BPY2
31412_at	LOC100509646 /// PRY /// PRY2
31413_at	TTTY1 /// TTTY1B
31414_at	TTTY2 /// TTTY2B
31415_at	XKRY /// XKRY2
31416_at	MBTPS2
31417_at	HCRT
31418_at	HMGN2P9 /// HMGN2P9
31419_r_at	
31420_at	IGLVIVOR22-1 /// IGLVIVOR22-1
31421_at	MYL4
31422_at	KRT37
31423_at	
31424_at	OR2F2
31425_g_at	OR2F1 /// OR2F2
31426_at	GPR15
31427_at	
31428_at	OR5I1
31429_at	TCRA /// TCRA /// TRAV10 /// TRAV10 /// YME1L1
31430_at	AV8S2 /// TRAV13-2 /// TRAV13-2
31431_at	FCGRT
31432_g_at	FCGRT
31433_at	OR2J2
31434_at	
31435_at	ADAM7
31436_s_at	ESR2
31437_r_at	ESR2
31438_s_at	CD163
31439_f_at	RHCE /// RHD
31440_at	TCF7
31441_at	ECRP
31442_at	CEACAM5
31443_at	LOC100506403 /// LOC101928269 /// RUNX1
31444_s_at	ANXA2 /// ANXA2P1 /// ANXA2P3
31445_at	SHC1P1 /// SHC1P1
31446_s_at	SMR3A /// SMR3B
31447_at	
31448_s_at	LILRA2
31449_at	BV03S1J2.2 /// IL23A /// TCRB /// TCRVB /// TRBC2 /// TRBC2 /// TRBJ2-7 /// TRBJ2-7 /// TRBV19
31450_s_at	RIT2
31451_at	ARHGAP1
31452_at	RP11-15P13.1
31453_s_at	LILRA1
31454_f_at	
31455_r_at	
31456_at	RP1-130G2.1
31457_at	FOXD2
31458_at	KRT76
31459_i_at	IGLV1-44
31460_f_at	IGLV1-44
31461_at	
31462_f_at	SSX5
31463_s_at	HNRNPA1 /// HNRNPA1L2 /// HNRNPA1P10 /// HNRNPA1P33 /// LOC101929491
31464_at	DCT
31465_g_at	DCT
31466_at	HLA-DRB6
31467_at	HLA-DOA
31468_f_at	GRM1
31469_s_at	KIAA0226
31470_at	PFKFB2
31471_at	ZNF674
31472_s_at	CD44
31473_s_at	TNKS
31474_r_at	TNKS
31475_at	TNKS
31476_g_at	TNKS
31477_at	TFF3
31478_at	CELA2B
31479_f_at	LOC1720
31480_f_at	MAGEA12
31481_s_at	TMSB10
31482_at	CELP
31483_g_at	CEL /// CELP
31484_at	
31485_at	PRPS1L1
31486_s_at	MN1
31487_at	FEZ2
31488_s_at	PGK1
31489_at	ATXN3
31490_at	SCN5A
31491_s_at	CASP8
31492_at	EIF3K
31493_s_at	CSH1 /// CSH2 /// CSHL1 /// GH1
31494_at	
31495_at	XCL2
31496_g_at	XCL1 /// XCL2
31497_at	GAGE1 /// GAGE13 /// GAGE2A /// GAGE2B /// GAGE2C /// GAGE2D /// GAGE2E /// GAGE8
31498_f_at	GAGE1 /// GAGE10 /// GAGE12B /// GAGE12C /// GAGE12D /// GAGE12E /// GAGE12F /// GAGE12G /// GAGE12H /// GAGE12I /// GAGE12J /// GAGE13 /// GAGE2A /// GAGE2C /// GAGE2D /// GAGE2E /// GAGE4 /// GAGE5 /// GAGE6 /// GAGE7 /// GAGE8
31499_s_at	FCGR3B
315_at	PRDM2
31500_at	
31501_at	
31502_at	PKP1
31503_at	
31504_at	HDLBP
31505_at	RPL8
31506_s_at	DEFA1 /// DEFA1B /// DEFA3
31507_at	KMT2D
31508_at	TXNIP
31509_at	RPL13
31510_s_at	H3F3A /// H3F3B /// MIR4738
31511_at	RPS9
31512_at	IGKC
31513_at	LBX1
31514_at	DOK2
31515_at	AGFG2
31516_f_at	BTF3P11
31517_f_at	BTF3P12 /// BTF3P12
31518_i_at	BTF3P13 /// BTF3P13
31519_f_at	BTF3P13 /// BTF3P13
31520_at	CBX2
31521_f_at	HIST1H4A /// HIST1H4B /// HIST1H4C /// HIST1H4D /// HIST1H4E /// HIST1H4F /// HIST1H4H /// HIST1H4I /// HIST1H4J /// HIST1H4K /// HIST1H4L /// HIST2H4A /// HIST2H4B /// HIST4H4
31522_f_at	HIST1H2BC /// HIST1H2BE /// HIST1H2BF /// HIST1H2BG /// HIST1H2BI
31523_f_at	HIST1H2BE
31524_f_at	HIST1H2BC /// HIST1H2BE /// HIST1H2BF /// HIST1H2BG /// HIST1H2BI
31525_s_at	HBA1 /// HBA2
31526_f_at	CCDC144B /// USP32 /// USP32P1 /// USP32P2 /// USP6
31527_at	RPS2 /// SNORA64
31528_f_at	HIST1H2BM
31529_at	KRT83
31530_at	ACACB
31531_g_at	ACACB
31532_at	MECOM
31533_s_at	KCND3
31534_at	ZFY
31535_i_at	
31536_at	RTN4
31537_at	ART1
31538_at	RPLP0
31539_r_at	
31540_at	TNFRSF9
31541_at	SERPINB13
31542_at	FLG
31543_at	PROL1
31544_at	FOXI1
31545_at	RPS18
31546_at	RPL18
31547_at	
31548_at	ADPRH
31549_at	MAS1
31550_at	ADRB1
31551_at	GABRR2
31552_at	LDLR
31553_at	ZNF460
31554_at	CHRND
31555_at	HOXB1
31556_at	YME1L1
31557_at	TMSB4X
31558_at	
31559_at	SLC13A2
31560_at	IL1RL2
31561_at	
31562_at	GRK1
31563_at	
31564_at	IGHG1
31565_at	Igk
31566_at	
31567_at	GABRG3
31568_at	RPS10
31569_at	SLC1A7
31570_at	SIM1
31571_at	POLR3G
31572_at	S100A12
31573_at	RPS25
31574_i_at	
31575_f_at	
31576_at	
31577_at	COL19A1
31578_at	CFTR
31579_at	LINC00302
31580_at	
31581_at	IGKC /// IGKV2-24 /// IGKV2-24 /// IGKV2D-24 /// IGKV2D-24
31582_at	MAGEB4
31583_at	RPS8 /// SNORD38B /// SNORD55
31584_at	LOC101928826 /// TPT1
31585_at	GRM7 /// LOC100996542
31586_f_at	IGK /// IGKC
31587_at	LOC101930602 /// SLC14A2
31588_at	HMGB3P30 /// HMGB3P30
31589_at	OR2H2
31590_g_at	OR2H1 /// OR2H2
31591_s_at	CFHR4
31592_at	
31593_at	LOC101929240 /// SNRNP200
31594_at	KRT33A
31595_at	SARDH
31596_f_at	GUSBP11
31597_r_at	EIF4EBP1
31598_s_at	GALE
31599_f_at	MAGEA3 /// MAGEA6
316_g_at	PRDM2
31600_s_at	PMS2L2 /// PMS2P1 /// PMS2P4 /// PMS2P5 /// PMS2P9
31601_s_at	RBMY1A1 /// RBMY1B /// RBMY1D /// RBMY1E /// RBMY1F /// RBMY1J /// RBMY3AP
31602_at	TBX6
31603_at	AIM2
31604_at	GNAS
31605_at	DSTNP2
31606_at	RIMS1
31607_at	VDAC1
31608_g_at	VDAC1
31609_s_at	PCOLCE
31610_at	PDZK1IP1
31611_s_at	BCL2L11
31612_at	SCGB1D1
31613_at	LAMB4
31614_at	BC069792 /// RP11-152N13.16
31615_i_at	CD44
31616_r_at	CD44
31617_at	PDPN
31618_at	TP53
31619_at	
31620_at	TBX10
31621_s_at	ELN
31622_f_at	MT1F
31623_f_at	MT1A
31624_at	ALX3
31625_at	TTC39A
31626_i_at	AOC4P
31627_f_at	AOC4P
31628_at	SLC15A1
31629_at	
31630_at	RBM17
31631_f_at	PTTG2
31632_at	ZNF259P1
31633_g_at	ZNF259P1 /// ZPR1
31634_at	PRH1
31635_g_at	PRH1
31636_s_at	SLC18A3
31637_s_at	NR1D1 /// THRA
31638_at	NDUFS7
31639_f_at	SOX1
31640_r_at	SOX1
31641_s_at	MMP23A /// MMP23B
31642_at	RASAL2
31643_at	NEU3
31644_at	CCL27
31645_at	BTNL3
31646_at	UGT2A1 /// UGT2A2
31647_at	CAPN11
31648_at	KIF25-AS1
31649_at	KIF25-AS1
31650_g_at	KIF25-AS1
31651_at	C6orf123
31652_at	MYH15
31653_at	SLC6A2
31654_at	SORCS3
31655_at	RP1-8B22.1
31656_at	
31657_at	LOC100287387
31658_at	NEUROG3
31659_at	LRIT1
31660_at	DKFZP434A062
31661_at	RNF5
31662_at	VPS45
31663_at	HGC6.3
31664_at	AGFG2
31665_s_at	EIF2A
31666_f_at	RASSF2
31667_r_at	NR2E3
31668_f_at	
31669_s_at	HOXA11
31670_s_at	SRP72
31671_at	RBMS1
31672_g_at	RBMS1
31673_s_at	LOC101930112 /// SPG7
31674_s_at	BRD3
31675_s_at	PTEN /// PTENP1
31676_at	ZNF208 /// ZNF595 /// ZNF718
31677_at	
31678_at	
31679_at	
31680_at	TOP1P2
31681_at	EPOR
31682_s_at	VCAN
31683_at	AC090627.1
31684_at	ANXA2P1
31685_at	FEV
31686_at	TUBB7P /// TUBB8 /// TUBBP5
31687_f_at	HBB
31688_at	LCE2B
31689_at	HERC4
31690_at	GLUD2
31691_g_at	GLUD1
31692_at	HSPA1A /// HSPA1B /// HSPA1L
31693_f_at	HIST1H2AD /// HIST1H3D
31694_at	DDI2 /// RSC1A1
31695_g_at	DDI2 /// RSC1A1
31696_at	RAP2B
31697_s_at	FTH1 /// FTH1P3 /// FTH1P5
31698_at	FOXC2
31699_at	PIK3CB
317_at	LGMN
31700_at	GPR35
31701_r_at	HAB1
31702_at	FOXN2
31703_at	CHRNA6
31704_at	DNASE1L2
31705_at	SLURP1
31706_at	MUC7
31707_at	ZNF10
31708_at	RPL30
31709_at	
31710_at	T-Cell Receptor V-alpha region /// TRAV9-2 /// TRAV9-2 /// YME1L1
31711_at	GRIN2D
31712_at	DLGAP2
31713_s_at	DLGAP2
31714_at	MSH4
31715_at	TEX28
31716_at	PCDH1
31717_at	PIN1P1
31718_at	ABCD2
31719_at	FN1
31720_s_at	FN1
31721_at	LPA
31722_at	RNU86 /// RPL3 /// SNORD83B
31723_at	CST5
31724_at	SHH
31725_s_at	ABCA2
31726_at	GABRA3
31727_at	ENTPD2
31728_at	HLA-DOA
31729_at	TAF13
31730_at	HIST1H1T
31731_at	CBX4
31732_at	RLN2
31733_at	P2RX3
31734_at	HOXC11
31735_at	PPP1R2P9
31736_at	STRN
31737_at	ACTA1
31738_at	
31739_at	
31740_s_at	PAX4
31741_at	PAX4
31742_at	TNFSF14
31743_at	
31744_at	SULT1B1
31745_at	MUC3A /// MUC3B
31746_at	POM121L2
31747_g_at	POM121L2
31748_at	POM121L2
31749_f_at	HIST1H2AK
31750_at	HIST1H1B
31751_f_at	HIST1H4L
31752_at	
31753_at	NALCN-AS1
31754_at	ABCA12
31755_at	EN2
31756_at	RP11-116O18.1
31757_at	STK35
31758_at	
31759_at	SAG
31760_at	SAG
31761_at	
31762_at	
31763_at	OR7A5
31764_at	GPR98
31765_at	DOCK10
31766_s_at	DOCK10
31767_at	XYLB
31768_at	HIST1H2AG /// HIST1H2AH /// HIST1H2AI /// HIST1H2AK /// HIST1H2AL /// HIST1H2AM
31769_at	WNT8B
31770_at	
31771_at	TEX41
31772_at	OVOL3
31773_at	CYB561
31774_at	
31775_at	SFTPD
31776_at	
31777_at	MUSK
31778_at	GJA8
31779_s_at	PRDM1
31780_f_at	KIR3DL3
31781_at	CDRT1
31782_at	PTGDR
31783_at	RENBP
31784_at	NTN3
31785_f_at	ERVH-6
31786_at	KHDRBS3
31787_at	CAMLG
31788_at	ZBED4
31789_at	CYP17A1
31790_at	STARD13
31791_at	TP63
31792_at	ANXA3
31793_at	DEFA1 /// DEFA1B /// DEFA3
31794_at	NT5C2
31795_at	ADRBK2
31796_at	
31797_at	TBPL1
31798_at	TFF1
31799_at	
318_at	H1FX
31800_at	
31801_at	TMF1
31802_at	KIAA0226
31803_at	ICOSLG
31804_f_at	SULT1A1
31805_at	FGFR3
31806_at	FMO1
31807_at	DDX49
31808_at	ING3
31809_at	CNTN1
31810_g_at	CNTN1
31811_r_at	PPID
31812_at	GMPR
31813_at	CAMK2A
31814_i_at	LRP3
31815_r_at	LRP3
31816_at	GAA
31817_at	GABRB3
31818_at	
31819_at	SLC22A24
31820_at	HCLS1
31821_at	PPRC1
31822_at	CUX1
31823_at	CUX1
31824_at	ME1
31825_at	SERPIND1
31826_at	FKBP15
31827_s_at	TGOLN2
31828_r_at	TGOLN2
31829_r_at	TGOLN2
31830_s_at	SMTN
31831_at	SMTN
31832_at	TMEM194A
31833_at	PIP5K1A
31834_r_at	ACSL6
31835_at	HRG
31836_at	MTIF2
31837_at	LMF2
31838_at	FAM216A
31839_at	SUGP1
31840_at	IDE
31841_at	CTNNA2
31842_at	BCS1L
31843_at	ESRRG
31844_at	HGD
31845_at	ELF4
31846_at	RHOD
31847_at	USPL1
31848_at	CADPS
31849_at	VWA8
31850_at	GCLC
31851_at	TRIM13
31852_at	ANKMY2
31853_at	EED
31854_at	CASK
31855_at	SRPX
31856_at	LRRC32
31857_r_at	DHX34
31858_at	NUTF2 /// NUTF2P4
31859_at	MMP9
31860_at	TMEM11
31861_at	IGHMBP2
31862_at	WNT5A
31863_at	RRP1B
31864_at	MPHOSPH6
31865_at	DBF4
31866_at	PAF1
31867_at	BBX
31868_at	STK16
31869_at	SWAP70
31870_at	CD37
31871_r_at	EHHADH
31872_at	SS18
31873_at	NAA10
31874_at	GAS2L1
31875_at	ASB1
31876_r_at	THAP9-AS1
31877_at	CDC23
31878_at	ABCF2
31879_at	FUBP3
31880_at	UBXN8
31881_at	SGMS1
31882_at	RRP9
31883_at	MTRR
31884_at	MLH3
31885_at	PTPN3
31886_at	NT5E
31887_at	CKMT1A /// CKMT1B
31888_s_at	PHLDA2
31889_at	MLANA
31890_s_at	ZNF143
31891_at	CHI3L2
31892_at	PTPRM
31893_at	ARL2
31894_at	CENPC
31895_at	BACH1 /// GRIK1-AS2
31896_at	NBAS
31897_at	FILIP1L
31898_at	EDEM1
31899_at	EMC2
319_g_at	H1FX
31900_at	KCNAB2
31901_at	KCNAB2
31902_at	DIO2
31903_at	SS18L1
31904_at	PDE2A
31905_at	GALR2
31906_at	HSBP1
31907_at	RPL14
31908_at	LFNG
31909_at	KIAA0754
31910_at	
31911_at	TMSB4Y
31912_at	FOXH1
31913_at	ELF5
31914_at	CHD1L
31915_at	DRP2
31916_at	KLRAP1
31917_at	PCDHA13
31918_at	PROX1
31919_at	GPR171
31920_at	CDON
31921_at	OR2F1
31922_i_at	
31923_f_at	
31924_at	ADCY10
31925_s_at	RASGRF1
31926_at	CYP7A1
31927_s_at	C21orf33
31928_at	FGF6
31929_at	RFX3
31930_f_at	RHCE /// RHD
31931_f_at	RHCE /// RHD
31932_f_at	BTF3
31933_r_at	BTF3
31934_at	ADAM10
31935_s_at	DDX11
31936_s_at	KIAA0430
31937_at	KIAA0430
31938_g_at	KIAA0430
31939_at	BAI3
31940_s_at	RFPL1
31941_s_at	RFPL1 /// RFPL2 /// RFPL3
31942_at	TULP3
31943_g_at	TULP3
31944_at	TULP3
31945_s_at	SH2D1A
31946_s_at	FOXG1
31947_r_at	FOXG1
31948_at	RPS21
31949_at	RASGRF1
31950_at	PABPC1
31951_s_at	PABPC1
31952_at	RPL6
31953_f_at	GAGE3
31954_f_at	GAGE1 /// GAGE10 /// GAGE12B /// GAGE12C /// GAGE12D /// GAGE12E /// GAGE12F /// GAGE12G /// GAGE12H /// GAGE12I /// GAGE12J /// GAGE13 /// GAGE2A /// GAGE2C /// GAGE2D /// GAGE2E /// GAGE4 /// GAGE5 /// GAGE6 /// GAGE7 /// GAGE8
31955_at	FAU
31956_f_at	RPLP1
31957_r_at	RPLP1
31958_i_at	
31959_at	ADAM21
31960_f_at	GAGE1 /// GAGE12B /// GAGE12C /// GAGE12D /// GAGE12E /// GAGE12F /// GAGE12G /// GAGE12H /// GAGE12I /// GAGE12J /// GAGE13 /// GAGE2A /// GAGE2C /// GAGE2D /// GAGE2E /// GAGE4 /// GAGE5 /// GAGE6 /// GAGE7 /// GAGE8
31961_r_at	RP11-255C15.3
31962_at	RPL37A
31963_at	SERPINA2
31964_at	
31965_at	EMR2
31966_at	DIO1
31967_at	NPHS1
31968_at	
31969_i_at	PPEF2
31970_r_at	PPEF2
31971_at	C3orf27
31972_at	F2RL2
31973_at	CACNA1G
31974_at	CLDN14
31975_at	MT4
31976_at	MEP1B
31977_at	GUCY2D
31978_at	KIF25
31979_at	PFKFB4
31980_at	FOXN1
31981_at	CRYBB3
31982_at	SORBS1
31983_at	EMX2
31984_at	LILRP2
31985_at	PHIP
31986_at	REPS1
31987_at	
31988_at	NXPH3
31989_s_at	KIF17
31990_at	KIF17
31991_at	NCKIPSD
31992_f_at	HIST1H2AH
31993_f_at	RP11-499P20.2 /// U80764
31994_at	ARFGEF2
31995_g_at	ARFGEF2
31996_at	ARFGEF2
31997_at	
31998_at	ABCA1
31999_at	ABCA1
320_at	PEX6
32000_g_at	ABCA1
32001_s_at	LOC100507472 /// PCSK6
32002_at	GFRA3
32003_at	MAT1A
32004_s_at	CDK11A /// CDK11B
32005_at	PMCH
32006_r_at	SMR3B
32007_at	
32008_at	FUT9
32009_at	CCR9
32010_at	
32011_g_at	
32012_at	PCNX
32013_at	ZFHX2
32014_at	ADAM18
32015_at	PYGO1
32016_at	C22orf24
32017_at	PARD6B
32018_at	PARD6B
32019_at	DKFZP434C153 /// OBSCN
32020_at	FAM205B
32021_at	
32022_at	RDH11
32023_at	ZNF391
32024_at	KHDRBS2
32025_at	TCF7L2
32026_s_at	RAPGEF2
32027_at	PDZK1 /// PDZK1P2
32028_at	PMM2
32029_at	LOC101060747 /// PDPK1
32030_at	AP3S2 /// C15orf38-AP3S2
32031_at	CAD
32032_at	DGCR14 /// TSSK2
32033_at	CHKB
32034_at	ZNF217
32035_at	HLA-DRB4
32036_i_at	RPP14
32037_r_at	RPP14
32038_s_at	SRSF8
32039_at	AP3B1
32040_i_at	CDC5L
32041_r_at	CDC5L
32042_at	ENOX2
32043_at	STC2
32044_at	UBE3C
32045_at	DIDO1
32046_at	PRKCD
32047_at	DFFA
32048_at	TCEB3-AS1
32049_f_at	TCEB3
32050_r_at	TCEB3
32051_at	ALG8
32052_at	HBB
32053_at	CCNT2
32054_at	CCNT2
32055_g_at	CCNT2
32056_at	4-Sep
32057_at	LRRC17
32058_at	CHST10
32059_at	UBXN2B
32060_at	BNIP2
32061_at	INTS9
32062_at	LRRC14
32063_at	PBX1
32064_at	MED1
32065_at	CREM
32066_g_at	CREM
32067_at	CREM
32068_at	C3AR1
32069_at	N4BP1
32070_at	PTPRCAP
32071_at	ZNF609
32072_at	MSLN
32073_at	KDM4A
32074_at	DCLRE1A
32075_at	ZBTB14
32076_at	RCAN2
32077_s_at	KCNQ1
32078_at	NEDD4
32079_at	KIF13B
32080_at	MFSD10
32081_at	CIT /// MIR1178
32082_at	SENP5
32083_at	GPR137B
32084_at	SLC22A5
32085_at	PIKFYVE
32086_at	ZNF184
32087_at	HSF2
32088_at	BLZF1
32089_at	SPAG6
32090_at	NMNAT2
32091_at	SLC25A44
32092_at	SDC3
32093_at	CHD5
32094_at	CHST3
32095_at	IPO13
32096_at	TRMT1
32097_at	PCNT
32098_at	COL6A2
32099_at	SAFB2
321_at	WASL
32100_r_at	GALNS
32101_at	GALNS
32102_at	SACS
32103_at	SERPINF2
32104_i_at	CAMK2G
32105_f_at	CAMK2G
32106_at	SERPINA4
32107_at	C2CD2
32108_at	SPR
32109_at	FXYD1
32110_at	LOC339166 /// WSCD1
32111_at	CDYL
32112_s_at	AIM1
32113_at	AIM1
32114_s_at	ADORA2A /// SPECC1L-ADORA2A
32115_r_at	ADORA2A /// SPECC1L-ADORA2A
32116_at	TMC6
32117_at	AATF
32118_at	RAD17
32119_at	ZBTB20
32120_at	SPAG5
32121_at	PIK3CD
32122_at	SUOX
32123_at	COL7A1
32124_at	THOC2
32125_at	THOC2
32126_at	FGF7
32127_at	BICD1
32128_at	CCL18
32129_at	RNF115
32130_at	PTOV1-AS1
32131_at	DZIP3
32132_at	DZIP3
32133_at	PIP5K1C
32134_at	TES
32135_at	SREBF1
32136_r_at	TPD52L1
32137_at	JAG2
32138_at	DNM1
32139_at	ZNF185
32140_at	SORL1
32141_at	PPM1E
32142_at	STK3
32143_at	OSR2
32144_at	RFX5
32145_at	ADD1
32146_s_at	ADD1
32147_at	FARP1
32148_at	FARP1
32149_at	MSMB
32150_at	GOLGA4
32151_at	RANGAP1
32152_at	ANK1
32153_s_at	UBB
32154_at	TFAP2A
32155_at	TFAP2A
32156_at	PVRL2
32157_at	PPP1CA
32158_at	RAD9A
32159_at	KRAS
32160_at	SIAH1
32161_at	LOC100507577 /// LONP2
32162_r_at	
32163_f_at	ERVH-1
32164_at	EXT1
32165_at	SRSF7
32166_at	TLN1
32167_at	PMPCB
32168_s_at	RCAN1
32169_at	FBXO21
32170_g_at	FBXO21
32171_at	EIF5
32172_at	SPEN
32173_at	HRSP12
32174_at	SLC9A3R1
32175_at	7-Sep
32176_at	LOC102725198 /// RASA4 /// RASA4B /// RASA4CP
32177_s_at	LOC102725198 /// RASA4 /// RASA4B /// RASA4CP
32178_r_at	SNAP23
32179_s_at	SNAP23
32180_s_at	FAM193A
32181_at	FLOT2
32182_at	STK38L
32183_at	SRSF11
32184_at	LMO2
32185_at	WNK1
32186_at	SLC7A5
32187_at	PCMTD2
32188_at	MYT1
32189_g_at	MYT1
32190_at	FADS2
32191_at	PCGF2
32192_g_at	PCGF2
32193_at	PLXNC1
32194_at	CEBPZ
32195_at	MSL1
32196_at	CAND1
32197_at	SLC25A11
32198_at	COMMD4
32199_at	PTPRO
322_at	PIK3R3
32200_at	ACPP
32201_at	SSNA1
32202_at	RBCK1
32203_at	RBCK1
32204_at	PDE6G
32205_at	PRKRA
32206_at	CDC42BPA
32207_at	MPP1
32208_at	KIAA0355
32209_at	FAM89B
32210_at	PGM1
32211_at	PSMD13
32212_at	AIFM1
32213_at	POP7
32214_at	TXNL1
